ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
1361,12,1,2018,273,Sunamganj,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,7,Yes,27,Male,Single/ never married,Yes,Secondary education not completed (class 6-9),14,4,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,Freedom Fighter Allowance,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Kerosene,Yes,2,,Another micro-merchant business,140000,150000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,No,No,No,No,No,Yes,0,1,0,0,0,0,0,60,40,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,20,,,Wholesaler in wholesale market,2,,,,,,,Everyday,,Once a week,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,1,11,Yes,0,1,,150,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,Use bKash/Rocket and other  mobile money transactions,,,Weekly internet use,,1000,,Do not face any problems,,No,,,,,,I do not have money/I do not have money to make any transactions with such an account,15,40,120,Yes,Yes,bKash,,,,,Money canbe sent fast,Money can be sent safely,,High service charge,Network Problem,,Yes,In the past 7 days,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Three or more,Yes,No,Three or more,Brick/cement,No,None,Two or more,No,Yes
1362,12,1,2018,273,Sunamganj,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,4,Yes,28,Male,Married,Yes,Secondary education not completed (class 6-9),8,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Flour,Edible oil,Toilet soap,Detergent powder,Yes,5,,Farmer,200000,215000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,No,No,No,No,No,Yes,0,1,0,0,0,0,0,200,100,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",31-40%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,8,Directly from the company/manufacturer,1,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,Once a week,Twice a  week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, frequently",21-30%,Yes,From a Micro-finance institution,,40000,Yes,4,2,2,Yes,0,1,,53,Made/receive calls,Send/Receive SMS Text messages,Use Facebook or other social networking site,,,,,Weekly internet use,,200,,Do not face any problems,,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,16,40,120,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Equal contributions,Husband major/ wife minor,None,No members 6-to-12,Yes,Three or more,Brick/cement,No,None,Two or more,No,Yes
1363,12,1,2018,273,Sunamganj,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,10,Yes,28,Male,Married,Yes,Secondary education completed,6,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Sugar/ Molasses,Yes,2,,Another micro-merchant business,320000,300000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,No,No,No,No,No,Yes,0,1,0,0,0,0,0,150,70,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, sometimes",1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,9,Directly from the company/manufacturer,1,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,3 times a week,Once a week,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",1-10%,Yes,From a Micro-finance institution,,60000,Yes,4,2,0,Yes,1,1,10,90,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,100,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",16,40,120,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Equal contributions,Husband major/ wife minor,Husband major/ wife minor,Equal contributions,Husband major/ wife minor,One,Yes,No,Three or more,Brick/cement,Yes,None,Two or more,No,Yes
1364,12,1,2018,273,Sunamganj,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,7,Yes,25,Male,Married,Yes,Higher secondary education,14,4,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Flour,Edible oil,Egg,Laundry soap,Yes,2,,Student,120000,110000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,No,No,No,No,No,No,0,1,0,0,0,0,0,100,40,Finance,Marketing,,,,,Finance,Marketing,,,,,Rarely,1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Strongly agree,Strongly agree,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,8,,,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Everyday,,Once in every 2 weeks,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,5,0,9,Yes,1,0,20,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",15,40,120,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,It's difficult/inconvenient to use,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't know the benefits of insurance,Small business/shop,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Three or more,Yes,No,Three or more,Mud brick or C.I. sheet/wood,No,None,Two or more,No,Yes
1365,12,1,2018,273,Sunamganj,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,3,Yes,23,Male,Married,Yes,Secondary education not completed (class 6-9),6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Dal/Pulses,Flour,Edible oil,Toilet soap,Detergent powder,Yes,3,,Another micro-merchant business,75000,80000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,No,No,No,No,No,Yes,0,0,0,0,0,0,0,120,80,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Marketing,Technical training (e.g. on the job training),,,,Rarely,1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,I keep my accounts by remembering,Yes,Company distributor,6,,,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Once a week,,Once in every 2 weeks,Twice a  week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,0,5,Yes,1,0,20,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,No,,,,,,"I do not need one, I do not make any transactions",15,40,120,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Two,Yes,No,Three or more,Mud brick or C.I. sheet/wood,No,None,One,No,No
1366,11,1,2018,274,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,5,Yes,40,Male,Married,Yes,Secondary education not completed (class 6-9),8,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Packet biscuit,Milk powder,Sugar/ Molasses,Chocolate,Yes,20,,Another micro-merchant business,120000,130000,Access to finance,,,,,Family business,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,200,120,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,Yes,Company distributor,20,Directly from the company/manufacturer,3,Wholesaler in wholesale market,5,,,,,,,Everyday,Everyday,Twice a  week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, frequently",11-20%,No,,,,No,1,2,5,Yes,1,0,100,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,Yesterday,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.2,4,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Business association,,,,,,,Wife sole responsibility,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Equal contributions,One,Yes,No,Three or more,Brick/cement,No,Two or more,Two or more,No,Yes
1367,11,1,2018,274,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,4,Yes,26,Male,Married,Yes,Secondary education not completed (class 6-9),7,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Cigarette,Chips,Packet biscuit,Betel-leaf,Chocolate,Yes,2,,Full time employee,55000,60000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,150,100,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Disagree somewhat,Agree somewhat,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,25,Directly from the company/manufacturer,3,Wholesaler in wholesale market,1,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,Once in every 2 weeks,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,1,4,Yes,0,1,,30,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,250,,Do not face any problems,,Yes,Personal account,In the past 90 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.3,3,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,Yes,Business association,,,,,,,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,None,No members 6-to-12,Yes,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,Yes
1368,11,1,2018,274,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,3,Yes,39,Male,Married,Yes,Secondary education completed,18,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),Agriculture,,,,,,7,Rice,Dal/Pulses,Cigarette,Packet biscuit,Milk powder,Yes,7,,Unemployed,700000,680000,Access to finance,,,,,Family business,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,300,150,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",21-30%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,Yes,Company distributor,20,Directly from the company/manufacturer,3,Wholesaler in wholesale market,3,,,,,,,Everyday,Everyday,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, frequently",31-40%,Yes,From a bank,,300000,Yes,5,6,7,Yes,0,1,,300,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,2000,,Do not face any problems,,Yes,Business account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,0.3,3,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Village level association (Informal),,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,Three or more,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,Yes
1369,11,1,2018,274,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,3,Yes,36,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Chips,Packet biscuit,Soft drinks/ Beverage,Chocolate,Yes,8,,Overseas migrant,95000,90000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,300,140,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Disagree somewhat,Agree somewhat,Strongly agree,Do not keep accounts daily,Yes,Company distributor,20,Directly from the company/manufacturer,4,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,Everyday,,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,3,0,0,Yes,1,0,50,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,0.3,4,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,None,No members 6-to-12,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
1370,11,1,2018,274,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,4,Yes,28,Male,Married,Yes,Secondary education not completed (class 6-9),7,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Flour,Chips,Packet biscuit,Yes,7,,Student,60000,56000,Access to finance,,,,,Family business,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,200,120,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, sometimes",1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,20,Directly from the company/manufacturer,2,Wholesaler in wholesale market,2,,,,,,,Everyday,Everyday,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, frequently",11-20%,Yes,From family / relatives,,50000,Yes,3,1,3,Yes,0,1,,50,Made/receive calls,Send/Receive SMS Text messages,Use Facebook or other social networking site,,,,,Weekly internet use,,60,,Do not face any problems,,Yes,Personal account,In the past 90 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.1,2,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
1371,12,1,2018,275,Sylhet,Rural,Ms. Rina Akter Ritu,Iftekar Uddin,,,,Visit 1,5,Yes,35,Male,Married,Yes,No formal education,5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Rice,Dal/Pulses,Toilet soap,Potato,Sugar/ Molasses,Yes,16,,Farmer,50000,45000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,100,50,Finance,Finding and advise on equipment and technology,,,,,Finance,,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,5,,,Wholesaler in wholesale market,1,,,,,,,Twice a  week,,Once a month,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, frequently",41-50%,No,,,,No,1,0,4,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Business account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,2,5,5,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Don't know the benefits of insurance,,,,,,No,,,,,,,,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Equal contributions,Equal contributions,Equal contributions,Two,Yes,No,Two,Brick/cement,Yes,One,One,No,No
1372,12,1,2018,275,Sylhet,Rural,Ms. Rina Akter Ritu,Iftekar Uddin,,,,Visit 1,5,Yes,30,Male,Single/ never married,Yes,Secondary education not completed (class 6-9),6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Edible oil,Shampoo,Packet biscuit,Kerosene,Sugar/ Molasses,Yes,3,,Overseas migrant,90000,90000,Access to finance,Energy connection,"Insufficient knowledge, information, business experience",,,Single proprietorship,Own,No,No,Yes,No,No,Yes,No,Yes,0,1,0,0,0,0,0,150,70,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",41-50%,Keep it at store,Reinvest in Business,,,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,3,,,Wholesaler in wholesale market,8,,,,,,,Everyday,,Everyday,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",21-30%,Yes,From a Micro-finance institution,,80000,Yes,1,1,4,Yes,0,1,,200,Made/receive calls,Browse the internet,Use Facebook or other social networking site,,,,,Weekly internet use,,1024,,"Phone runs out of storage (space for saving picture, apps and other information)",Ran out of balance (airtime) without using,Yes,Personal account,Never used,Never used,Never used,I wanted to start saving money with a bank account,,2,5,5,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is free,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Village level association (Informal),,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,Yes
1373,12,1,2018,275,Sylhet,Rural,Ms. Rina Akter Ritu,Iftekar Uddin,,,,Visit 1,1,Yes,50,Male,Married,Yes,Post-graduate university,5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Packet biscuit,Soft drinks/ Beverage,Health drinks,Ice Cream,Yes,7,,Overseas migrant,90000,90000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,150,60,Finance,Marketing,Finding and advise on equipment and technology,,,,Finance,,,,,,"Yes, regularly",11-20%,Keep it at store,Reinvest in Business,,,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,10,,,Wholesaler in wholesale market,2,,,,,,,Everyday,,Once a month,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,0,3,Yes,1,0,25,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,8,30,20,Yes,Yes,bKash,,,,,Money canbe sent fast,Money remains secured,,No Response,,,Yes,Yesterday,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Sending to a wrong number,No,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,It is convenient,It is free,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Equal contributions,Equal contributions,Equal contributions,Two,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
1374,12,1,2018,275,Sylhet,Rural,Ms. Rina Akter Ritu,Iftekar Uddin,,,,Visit 1,3,Yes,24,Male,Single/ never married,Yes,Secondary education completed,8,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Cigarette,Packet biscuit,Packet biscuit,Betel-leaf,Yes,1,,Full time employee,90000,120000,Access to finance,Energy connection,"Insufficient knowledge, information, business experience",,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,100,45,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Technical training (e.g. on the job training),,,,,"Yes, regularly",31-40%,Keep it at home/room,Reinvest in Business,,,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,10,,,,,,,,,,,Everyday,,,,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,10000,Yes,1,0,7,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.25,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Transaction limit is too low,The suppliers or I do not always have a working phone,,,,,,No,It is convenient,It is possible to pay remote payments through this,It offers campaigns and discounts for customers,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,Yes,No,Three or more,Brick/cement,No,Two or more,One,Yes,No
